300.7012391090393,300.7012391090393,NoButton,Move,748.03515625,726.75
300.70926308631897,300.70926308631897,NoButton,Move,745.05859375,726.75
300.7177231311798,300.7177231311798,NoButton,Move,737.35546875,726.75
300.72554898262024,300.72554898262024,NoButton,Move,728.66796875,726.75
300.7343111038208,300.7343111038208,NoButton,Move,717.84375,726.75
300.7419183254242,300.7419183254242,NoButton,Move,692.92578125,725.7890625
300.75004625320435,300.75004625320435,NoButton,Move,669.671875,723.92578125
300.75820207595825,300.75820207595825,NoButton,Move,643.03125,718.9921875
300.7664911746979,300.7664911746979,NoButton,Move,586.2265625,709.29296875
300.7746422290802,300.7746422290802,NoButton,Move,567.62890625,705.06640625
302.0440170764923,302.0440170764923,NoButton,Move,567.62890625,705.296875
302.05221128463745,302.05221128463745,NoButton,Move,570.16796875,709.87109375
302.06037497520447,302.06037497520447,NoButton,Move,574.6796875,714.94921875
302.0685110092163,302.0685110092163,NoButton,Move,580.6015625,720.27734375
302.07685017585754,302.07685017585754,NoButton,Move,589.7578125,728.02734375
302.085077047348,302.085077047348,NoButton,Move,599.62109375,735.77734375
302.093141078949,302.093141078949,NoButton,Move,611.79296875,744.14453125
302.1025142669678,302.1025142669678,NoButton,Move,636.83203125,761.87890625
302.1093771457672,302.1093771457672,NoButton,Move,669.2265625,783.859375
302.12012219429016,302.12012219429016,NoButton,Move,685.28515625,794.0
302.1258842945099,302.1258842945099,NoButton,Move,720.84765625,815.3359375
302.1340961456299,302.1340961456299,NoButton,Move,754.3984375,835.00390625
302.14217805862427,302.14217805862427,NoButton,Move,768.59765625,842.1015625
302.15227007865906,302.15227007865906,NoButton,Move,792.953125,857.32421875
302.1586060523987,302.1586060523987,NoButton,Move,802.02734375,861.859375
302.16689109802246,302.16689109802246,NoButton,Move,817.55078125,870.84375
302.17499113082886,302.17499113082886,NoButton,Move,831.75,878.73046875
302.18326926231384,302.18326926231384,NoButton,Move,834.91796875,880.5390625
302.19158816337585,302.19158816337585,NoButton,Move,841.125,883.921875
302.1996021270752,302.1996021270752,NoButton,Move,844.96875,886.32421875
302.6846761703491,302.6846761703491,NoButton,Move,844.734375,886.32421875
302.6915421485901,302.6915421485901,NoButton,Move,841.7578125,886.32421875
302.69944405555725,302.69944405555725,NoButton,Move,836.671875,884.796875
302.7077202796936,302.7077202796936,NoButton,Move,831.5859375,882.76171875
302.71580815315247,302.71580815315247,NoButton,Move,825.68359375,880.61328125
302.72386622428894,302.72386622428894,NoButton,Move,813.2265625,876.21484375
302.73184418678284,302.73184418678284,NoButton,Move,799.53125,870.125
302.7400040626526,302.7400040626526,NoButton,Move,784.5390625,863.8125
302.7481391429901,302.7481391429901,NoButton,Move,769.546875,857.5
302.7561972141266,302.7561972141266,NoButton,Move,754.5546875,851.1875
302.76439905166626,302.76439905166626,NoButton,Move,740.859375,845.859375
302.7727029323578,302.7727029323578,NoButton,Move,727.1640625,840.53125
303.4037492275238,303.4037492275238,NoButton,Move,728.55859375,840.53125
303.4119701385498,303.4119701385498,NoButton,Move,732.1796875,840.53125
303.42001509666443,303.42001509666443,NoButton,Move,736.50390625,840.53125
303.428275346756,303.428275346756,NoButton,Move,741.5859375,840.01953125
303.4364950656891,303.4364950656891,NoButton,Move,747.484375,838.9453125
303.4447112083435,303.4447112083435,NoButton,Move,759.4609375,836.125
303.45264625549316,303.45264625549316,NoButton,Move,771.4375,832.6015625
303.4619040489197,303.4619040489197,NoButton,Move,785.12890625,826.51171875
303.46943521499634,303.46943521499634,NoButton,Move,800.65234375,819.15625
303.4784502983093,303.4784502983093,NoButton,Move,814.0625,810.4765625
303.4858911037445,303.4858911037445,NoButton,Move,827.47265625,801.796875
